Rank,Gene,Cell Type,logFC.ecoVSctrl,logFC.ecpVSctrl,logFC.ecpaVSctrl,logFC.eueVSctrl,logCPM,FDR,Score,Status,Dropped Reason
356,PTPRE,Prv-CCL19,-1.36386434783557,-1.6988587365524,-1.62006192356873,-0.283838514173427,8.27123643447458,3.42750218827167e-26,0.5491218150927832,PASS,
362,RGS4,dS2,-1.92458681459682,-1.42415180908083,-1.36244652624689,-0.199165564223535,7.14137144307475,1.36442012971134e-77,0.5486142371957776,PASS,
364,PRSS23,Prv-CCL19,-1.59550561493039,-1.6601463450131,-2.06362502623975,-0.522015293050758,8.86509910321214,5.66394219316541e-46,0.548240575130526,PASS,
369,LAMP3,cDC2,-3.05237063873065,-1.38770403779876,-1.14219777197549,-0.420608833165584,7.10941336015823,4.26653436832535e-12,0.5479016199172096,PASS,
370,MMP9,Mɸ1-LYVE1,-5.22417163464608,-3.29887436199163,-4.27254401685507,-2.91085143096366,7.48379891528286,3.49077505478787e-203,0.5478473017244279,PASS,
372,LXN,Prv-CCL19,-1.48486212478253,-1.68910742510161,-1.38989146690094,-0.251275191167732,8.31055275123855,1.81315977673535e-24,0.5477488182724017,PASS,
378,NCS1,Mɸ4-infiltrated,-2.39495185514528,-2.27039895644893,-2.80054732847917,-1.34547974856355,7.39827002610495,3.24802810284324e-97,0.5475012368149753,PASS,
380,FJX1,dS2,-2.45016462510122,-2.05594006542991,-2.67596085766028,-1.20977662376426,7.31843648689025,1.11458786091027e-66,0.5473159978396649,PASS,
381,TMEM45A,Prv-CCL19,-1.41472207222489,-1.57993440296931,-1.66214074421181,-0.289802821531776,8.30930567810083,2.3363868317592e-26,0.5471318952105532,PASS,
384,NPW,EC-PCV,-2.17573202893036,-2.12548548530818,-2.05576200741806,-0.95893597978596,7.93042446368563,1.6492241482083e-17,0.5468223240158117,PASS,
385,SPOCK2,EC-tip,-2.05215089391768,-1.23399260862285,-1.71870944022587,-0.309417608829175,7.4312687460996,2.16114690450064e-98,0.5466852651886795,PASS,
393,HLA-DQA2,cDC2,-1.38046377339667,-2.41556050090455,-1.65908396586088,-0.756184780996768,8.77063712822134,4.44206788719154e-24,0.5459795664767477,PASS,
